word,count,trans
እንዲያደርጓቸው, 1, 'ndiyadärgʷačäw
ገሮችን, 1, gäročn
እንዲበዛላችሁ, 1, 'ndibäzalačhu
በተባለች, 1, bätäbaläč
የሚያስቈጣውን, 1, yämiyasqʷäTawn
አላባርራቸውም, 1, 'älabarračäwm
ባትል, 1, batl
ተከበበው, 1, täkäbäbäw
ጥልቆች, 1, Tlqoč
ሠርታችኋልና, 1, śärtačḫʷalna
እንድታፈሩም, 1, 'ndtafärum
ምግባረ, 1, mgbarä
ያልሠራውንም, 1, yalśärawnm
ቢትሮንንም, 1, bitronnm
በእግዚአሔር, 1, bä'gzi'äħer
የደከሙና, 1, yädäkämuna
አድንልኝ, 1, 'ädnlñ
አትሸጣትም, 1, 'ätšäTatm
ሜሴዜቤል, 1, mesezebel
የጽብዖንም, 1, yäṣbʕonm
ጹር, 1, ṣur
የምትኖርበትን, 1, yämtnorbätn
የሰማሪት, 1, yäsämarit
ልትሉ, 1, ltlu
ከሬሳው, 1, käresaw
ከዕንቍ, 1, käʕnqʷ
ያዘዝኸንም, 1, yazäzKänm
ልብሶቻቸውም, 1, lbsočačäwm
ይሠዋሉን, 1, yśäwalun
አልረሳሽም, 1, 'älräsašm
ልደርስ, 1, ldärs
አቤልምሖላና, 1, 'äbelmħolana
መገኘት, 1, mägäñät
ድግሴን, 1, dgsen
አፍርሰሃል, 1, 'äfrsähal
የምትባረክ, 1, yämtbaräk
እጐበኛችኋለሁ, 1, 'gʷäbäñačḫʷalähu
ታድርግብኛለህ, 1, tadrgbñaläh
በበሮችዋ, 1, bäbäročwa
የጠላትህን, 1, yäTälathn
በጢሙ, 1, bäTimu
ከአዳኞች, 1, kä'ädañoč
ሐሰብና, 1, ħäsäbna
አዘጋጃትም, 1, 'äzägaǧatm
እንበልን, 1, 'nbäln
የፋጥ, 1, yäfaT
ያከማቻቸዋል, 1, yakämačačäwal
የማያውቋቸውንና, 1, yämayawqʷačäwnna
ከዋክብትን, 1, käwakbtn
ይስቁባቸዋል, 1, ysqubačäwal
ባዳንኋቸው, 1, badanḫʷačäw
ቀጥረውለት, 1, qäTräwlät
አንሰጣቸውም, 1, 'änsäTačäwm
ወደምሄድበትም, 1, wädämhedbätm
አይገዙምና, 1, 'äygäzumna
ተሻረው, 1, täšaräw
በብርሌ, 1, bäbrle
ከእስማኤላውያን, 1, kä'sma'elawyan
መጽናትን, 1, mäṣnatn
ቅርባችን, 1, qrbačn
የአሠራሩን, 1, yä'äśärarun
እንድግድነት, 1, 'ndgdnät
በይፍታሕኤል, 1, bäyftaħ'el
ኖዓድያ, 1, noʕadya
መጐምጀት, 1, mägʷämǧät
የወንድሜን, 1, yäwändmen
እስክትሞቱ, 1, 'sktmotu
አግብተውም, 1, 'ägbtäwm
በእኩሌታ, 1, bä'kuleta
ኖብን, 1, nobn
ተጸየፉት, 1, täṣäyäfut
ስለሚገኙ, 1, slämigäñu
በደረጃ, 1, bädäräǧa
ዓይኖችሽንም, 1, ʕaynočšnm
አላስረክስም, 1, 'älasräksm
ክፉዎችም, 1, kfuwočm
ግራሩን, 1, grarun
እየመለሰ, 1, 'yämäläsä
ጥረታችን, 1, Trätačn
ሸጣችሁኝ, 1, šäTačhuñ
ያስተውሉሃል, 1, yastäwluhal
የሚያሳፍርህ, 1, yämiyasafrh
የሽምሪ, 1, yäšmri
ሰውረዋል, 1, säwräwal
የደብዳቤ, 1, yädäbdabe
የተግሣጽም, 1, yätägśaṣm
ባልንጀሮችዋንም, 1, balnǧäročwanm
ውገረው, 1, wgäräw
ለቤትዋ, 1, läbetwa
በአቅራቢያህ, 1, bä'äqrabiyah
የሮግሊምም, 1, yäroglimm
የብብትም, 1, yäbbtm
አዝዘሃልን, 1, 'äzzähaln
አልወጣህም, 1, 'älwäTahm
በሚቃጠልና, 1, bämiqaTälna
አታስነፋ, 1, 'ätasnäfa
ሠራተኞቻችሁንም, 1, śäratäñočačhunm
ቈላውን, 1, qʷälawn
ተከነበሉ, 1, täkänäbälu
አላመጣሁምና, 1, 'älamäTahumna
ያልሰማ, 1, yalsäma
የረገምሃት, 1, yärägämhat
ተነሣችና, 1, tänäśačna
የጠላሽ, 1, yäTälaš
በሩጫ, 1, bäruČa
ለሕመም, 1, läħmäm
አንገላችም, 1, 'ängälačm
ቡዝንም, 1, buznm
ከጣዖቶቻቸውም, 1, käTaʕotočačäwm
ሴዴቅያስንም, 1, sedeqyasnm
ዳሰሰውም, 1, dasäsäwm
ለበኵራቱም, 1, läbäkʷratum
ከሚነሡት, 1, käminäśut
አወኩና, 1, 'äwäkuna
በሚባለውም, 1, bämibaläwm
በውኆችዋ, 1, bäwḫočwa
የአንጀት, 1, yä'änǧät
ከትናጋህ, 1, kätnagah
የተውሁትን, 1, yätäwhutn
ከባሕርያቸው, 1, käbaħryačäw
በመቅደሴም, 1, bämäqdäsem
ባርያሕ, 1, baryaħ
ከበቡአቸው, 1, käbäbu'äčäw
ይጠባበቁኛል, 1, yTäbabäquñal
የዕንቍዎችም, 1, yäʕnqʷwočm
እፈጫቸዋለሁ, 1, 'fäČačäwalähu
በሚሠሩበት, 1, bämiśärubät
ሰከረች, 1, säkäräč
በቀናች, 1, bäqänač
የረከሰችንም, 1, yäräkäsäčnm
የሚነግሠው, 1, yäminägśäw
አናድምጥ, 1, 'änadmT
የኢካቦድ, 1, yä'ikabod
የታመሙትንና, 1, yätamämutnna
ስድሳው, 1, sdsaw
ብትታመን, 1, bttamän
የሚናወጡት, 1, yäminawäTut
እንጐብኛቸው, 1, 'ngʷäbñačäw
ተመስክሮላቸው, 1, tämäskrolačäw
የተጸጸትሁ, 1, yätäṣäṣäthu
ያሳርፈውም, 1, yasarfäwm
ተቈርጠዋል, 1, täqʷärTäwal
የሚተጉ, 1, yämitägu
ጥጃውን, 1, Tǧawn
ይከርከሙ, 1, ykärkämu
እንነጠቃለን, 1, 'nnäTäqalän
ለትምህርትህ, 1, lätmhrth
የወዳጄ, 1, yäwädaǧe
ማልዳችሁም, 1, maldačhum
ስደድ, 1, sdäd
ማሰማሪያ, 1, masämariya
ትርፋቸውንም, 1, trfačäwnm
ወረወሩአትም, 1, wäräwäru'ätm
ያመሰግናታል, 1, yamäsägnatal
ይመጡብናል, 1, ymäTubnal
መሠዊያዎችና, 1, mäśäwiyawočna
የተሰጣችሁን, 1, yätäsäTačhun
ሐጼሮት, 1, ħäṣerot
ተረትቶ, 1, tärätto
አሳደገው, 1, 'äsadägäw
አይጎድለንም, 1, 'äygodlänm
ከሳ, 1, käsa
ኤፉድንም, 1, 'efudnm
ዘመንዋም, 1, zämänwam
ቢኖርስ, 1, binors
ክርስቶስንስ, 1, krstosns
አይመላለስም, 1, 'äymälaläsm
እንዲጠራ, 1, 'ndiTära
ያርፍማል, 1, yarfmal
የከበሩትንም, 1, yäkäbärutnm
ከቅትር, 1, käqtr
ልቀበል, 1, lqäbäl
ዔድንም, 1, ʕednm
ተወለድንባት, 1, täwälädnbat
የሚመርጠው, 1, yämimärTäw
የማትመረምሩ, 1, yämatmärämru
መላልሰው, 1, mälalsäw
ለደኅንነትህ, 1, lädäḫnnäth
ይፈጸምማል, 1, yfäṣämmal
በቤትሳሚሳዊው, 1, bäbetsamisawiw
የጎልማሳነት, 1, yägolmasanät
አሰናብቶት, 1, 'äsänabtot
የሚፈልጉት, 1, yämifälgut
ያልወደዱት, 1, yalwädädut
አይደለምም, 1, 'äydälämm
ተነጋገሩም, 1, tänägagärum
ሳልከራከር, 1, salkärakär
በጐልማስነት, 1, bägʷälmasnät
መወርወሪያዎችም, 1, mäwärwäriyawočm
የምታመልጥ, 1, yämtamälT
ብድራታችሁንም, 1, bdratačhunm
ፈጸሙለት, 1, fäṣämulät
ተጥሎአል, 1, täTlo'äl
አላገኘሁትምና, 1, 'älagäñähutmna
ለጲጥፋራ, 1, läPiTfara
አገጣጠመው, 1, 'ägäTaTämäw
ፊንሐስም, 1, finħäsm
ተነድተው, 1, tänädtäw
አትብሉትም, 1, 'ätblutm
ብ, 1, b
ከአኪናሆምና, 1, kä'äkinahomna
የከለዳውያንንና, 1, yäkälädawyannna
በሚያነሣ, 1, bämiyanäśa
ይጠሉኛል, 1, yTäluñal
ይጭን, 1, yČn
ማለለትም, 1, malälätm
ማጎርሚሳቢብ, 1, magormisabib
ውድማውን, 1, wdmawn
ከአማካሪዎቹ, 1, kä'ämakariwoču
የዖቤድንም, 1, yäʕobednm
ኵላሊትንም, 1, kʷlalitnm
አነቃውና, 1, 'änäqawna
እንዳልተሰጠ, 1, 'ndaltäsäTä
እንጕርጕሮ, 1, 'ngʷrgʷro
ቀስትህንም, 1, qästhnm
የሚጽፉትን, 1, yämiṣfutn
ዕድሜያቸውንም, 1, ʕdmeyačäwnm
ብወድድ, 1, bwädd
ትጠግባላችሁና, 1, tTägbalačhuna
የሚጠብቁበት, 1, yämiTäbqubät
ቀባሁት, 1, qäbahut
እቀጣቸዋለሁ, 1, 'qäTačäwalähu
ከሆድህ, 1, kähodh
ትለቅቃለህ, 1, tläqqaläh
ሽማግሌዎቻችንም, 1, šmaglewočačnm
የምናገረውንም, 1, yämnagäräwnm
አሳልፋለሁ, 1, 'äsalfalähu
የሰደደ, 1, yäsädädä
ሚሽራውያን, 1, mišrawyan
መሳፍንቶቻቸውን, 1, mäsafntočačäwn
ብርታትንና, 1, brtatnna
ኒዓ, 1, niʕa
ድነን, 1, dnän
የበረታም, 1, yäbärätam
ለተቀረጹት, 1, lätäqäräṣut
ቲፍሳን, 1, tifsan
ይይዝሃል, 1, yyzhal
ተያይዘዋል, 1, täyayzäwal
የሚተክል, 1, yämitäkl
ዮሐናንና, 1, yoħänanna
ባሳየኝ, 1, basayäñ
ሊነሣት, 1, linäśat
ሥጋዬስ, 1, śgayes
እንድታግዘኝ, 1, 'ndtagzäñ
በየጭፍራው, 1, bäyäČfraw
ያበላሻሉ, 1, yabälašalu
አባቶቻችሁና, 1, 'äbatočačhuna
ሁለም, 1, huläm
መሳፍንቴ, 1, mäsafnte
ዘርግተዋልና, 1, zärgtäwalna
ለሚገዙ, 1, lämigäzu
ድህነትህን, 1, dhnäthn
በሚወርዱ, 1, bämiwärdu
እንዲያጠግብ, 1, 'ndiyaTägb
ፀንሰዋል, 1, ṩänsäwal
ተለቅቃለች, 1, täläqqaläč
ሆነላት, 1, honälat
ተጸጸተና, 1, täṣäṣätäna
የጠበቅሁት, 1, yäTäbäqhut
አትግደሉት, 1, 'ätgdälut
የከበሩት, 1, yäkäbärut
ቅጥራን, 1, qTran
ይወጋቸዋል, 1, ywägačäwal
የበደለውንም, 1, yäbädäläwnm
አይረባቸውም, 1, 'äyräbačäwm
አጎቱን, 1, 'ägotun
ተጣብቃለችና, 1, täTabqaläčna
ለሚቀባው, 1, lämiqäbaw
ይፈጽሙትማል, 1, yfäṣmutmal
ያያታል, 1, yayatal
ዮሐና, 1, yoħäna
ተናውጦ, 1, tänawTo
የአርፋክስድ, 1, yä'ärfaksd
ራራሁልህ, 1, rarahulh
ሣጥንም, 1, śaTnm
ጡትዋ, 1, Tutwa
ተዘግቶም, 1, täzägtom
ሊሰወር, 1, lisäwär
በደላችንና, 1, bädälačnna
ተገደሉና, 1, tägädäluna
መረቅሃቸው, 1, märäqhačäw
ትንጠባጠባለች, 1, tnTäbaTäbaläč
ይገድላልን, 1, ygädlaln
ጎላን, 1, golan
ትእዛዝንና, 1, t'zaznna
እናጥፋት, 1, 'naTfat
ተራራዎችንና, 1, tärarawočnna
አታሻግረን, 1, 'ätašagrän
ከከሙንም, 1, käkämunm
ዮቅሳን, 1, yoqsan
ከባኦስም, 1, käba'osm
የመቻሉን, 1, yämäčalun
እስከምነሣበት, 1, 'skämnäśabät
ለተወደደውና, 1, lätäwädädäwna
የናዝራዊነት, 1, yänazrawinät
የሚሄድንም, 1, yämihednm
መሸከምም, 1, mäšäkämm
ቈረጠመው, 1, qʷäräTämäw
ጐብኘን, 1, gʷäbñän
ጠጕርን, 1, Tägʷrn
ኅብረታችንም, 1, ḫbrätačnm
የቢረሌ, 1, yäbiräle
አያረክሰውም, 1, 'äyaräksäwm
ሊያስቀሩአችሁ, 1, liyasqäru'äčhu
ለጋለሞቶች, 1, lägalämotoč
ትበልጫለሽ, 1, tbälČaläš
ይቈልፉም, 1, yqʷälfum
ከምትሻል, 1, kämtšal
ታጠራላችሁ, 1, taTäralačhu
ከለቀቀው, 1, käläqäqäw
ይቀደሳልን, 1, yqädäsaln
አያጸናውም, 1, 'äyaṣänawm
ወግን, 1, wägn
ከተጠበሰ, 1, kätäTäbäsä
አለመቻሌ, 1, 'älämäčale
ንግግርን, 1, nggrn
አዝኖና, 1, 'äznona
ይሰድዳችኋል, 1, ysäddačḫʷal
ድህነትና, 1, dhnätna
አደረግህብን, 1, 'ädäräghbn
ኃጥአን, 1, ḫaT'än
ከደማቸው, 1, kädämačäw
በመዝገቦች, 1, bämäzgäboč
በመጠራጠር, 1, bämäTäraTär
ከዛሬው, 1, käzarew
የጌትንና, 1, yägetnna
መዝሙሩ, 1, mäzmuru
ከዛቱዕ, 1, käzatuʕ
ታስቈጡት, 1, tasqʷäTut
ከትእዛዝህም, 1, kät'zazhm
በልብሶቻቸው, 1, bälbsočačäw
ወደፈኖችንና, 1, wädäfänočnna
ምንጭህ, 1, mnČh
ኣሳስባቸው, 1, 'asasbačäw
እንዲበጠስ, 1, 'ndibäTäs
የሐሰተኛዎችም, 1, yäħäsätäñawočm
የተቀደዱትንም, 1, yätäqädädutnm
ከጫፎችዋም, 1, käČafočwam
ከሚሰጣችሁ, 1, kämisäTačhu
ካደረገላችሁ, 1, kadärägälačhu
የሚቃወሙትም, 1, yämiqawämutm
አሸንፋችኋቸውማል, 1, 'äšänfačḫʷačäwmal
በእንስሶቹም, 1, bä'nssočum
በግርማ, 1, bägrma
እንዲያካፍል, 1, 'ndiyakafl
አመለከቱኝ, 1, 'ämäläkätuñ
በስጋውም, 1, bäsgawm
የተነጠቀ, 1, yätänäTäqä
አትክደኚ, 1, 'ätkdäñi
ወዳጄንና, 1, wädaǧenna
ውሽሞቼን, 1, wšmočen
በየነገዶችህ, 1, bäyänägädočh
በብላቴናውም, 1, bäblatenawm
አውጥቶአችኋልና, 1, 'äwTto'äčḫʷalna
ዓመቀጺጽ, 1, ʕamäqäṣiṣ
ስስታምና, 1, sstamna
ደክመናል, 1, däkmänal
ያሰኛልና, 1, yasäñalna
እስክትመጣ, 1, 'sktmäTa
ይጣፈጣል, 1, yTafäTal
እንድንመስል, 1, 'ndnmäsl
እንድታገለግሉአቸውም, 1, 'ndtagäläglu'äčäwm
ጣኦትንም, 1, Ta'otnm
ይረግመኛል, 1, yrägmäñal
እየቀረቡም, 1, 'yäqäräbum
ያችኛይቱ, 1, yačñaytu
ታስገኝ, 1, tasgäñ
መቱአችሁ, 1, mätu'äčhu
እይዛቸዋለሁም, 1, 'yzačäwalähum
ታመጡብናላችሁና, 1, tamäTubnalačhuna
በሚጠሉህ, 1, bämiTäluh
ሳይበረታ, 1, saybäräta
የሚፈርድባት, 1, yämifärdbat
በፍላጻና, 1, bäflaṣana
አድነዋቸዋልና, 1, 'ädnäwačäwalna
አልቦ, 1, 'älbo
ሕጋችሁም, 1, ħgačhum
በስምንተኛ, 1, bäsmntäña
አሰኛለሁ, 1, 'äsäñalähu
ከአደባባይዋ, 1, kä'ädäbabaywa
እፈጽመው, 1, 'fäṣmäw
ብታውቅ, 1, btawq
ኤዊያዊውን, 1, 'ewiyawiwn
ታመጭልኝ, 1, tamäČlñ
በምሰጣቸውም, 1, bämsäTačäwm
ማሴን, 1, masen
ትበቅላለች, 1, tbäqlaläč
ብኤሮትም, 1, b'erotm
አይገናኝም, 1, 'äygänañm
እወቀው, 1, 'wäqäw
ልትገዛ, 1, ltgäza
መቀማት, 1, mäqämat
አነሣሡ, 1, 'änäśaśu
እንደምታሳድድም, 1, 'ndämtasaddm
ትነቀላለች, 1, tnäqälaläč
ለአባታችንም, 1, lä'äbatačnm
ጠላቴን, 1, Tälaten
አሂጂ, 1, 'ähiǧi
አምጥታችሁ, 1, 'ämTtačhu
እንቆማለንና, 1, 'nqomalänna
ሰንበቶችዋንም, 1, sänbätočwanm
አለባት, 1, 'äläbat
ሻኵራዎችን, 1, šakʷrawočn
ቈንጆይቱንም, 1, qʷänǧoytunm
ከደነችው, 1, kädänäčw
ከነዶው, 1, känädow
ያቀርባችሁ, 1, yaqärbačhu
ከሸመገለ, 1, käšämägälä
የሚዋጋውንና, 1, yämiwagawnna
የሚያመጡብኝን, 1, yämiyamäTubñn
ባሰፋ, 1, basäfa
ካነሱት, 1, kanäsut
ከሳቅ, 1, käsaq
ጸያፉንና, 1, ṣäyafunna
ቢገድለኝ, 1, bigädläñ
ባቃጠልኋቸው, 1, baqaTälḫʷačäw
እንውረድ, 1, 'nwräd
ዮዲትን, 1, yoditn
የሲዶናውያንን, 1, yäsidonawyann
የለቅሶአቸውን, 1, yäläqso'äčäwn
ቸነፈሩ, 1, čänäfäru
ከመዓቱም, 1, kämäʕatum
ያወጣሉና, 1, yawäTaluna
የፈረሶቹ, 1, yäfäräsoču
ሌለኝ, 1, leläñ
በጆሮሽ, 1, bäǧoroš
ገረዶችህም, 1, gärädočhm
አይገልጥም, 1, 'äygälTm
ምስክሮችና, 1, mskročna
ይጠሩኛል, 1, yTäruñal
ይብለጨለጫል, 1, ybläČäläČal
ሰብኬአለሁ, 1, säbke'älähu
ከግመል, 1, kägmäl
የነገሥታቶቻቸውን, 1, yänägäśtatočačäwn
ስንጣቂዎች, 1, snTaqiwoč
አትመስሉትም, 1, 'ätmäslutm
መሸጋቸው, 1, mäšägačäw
ወደሚደበቁበትም, 1, wädämidäbäqubätm
የዓዳያንም, 1, yäʕadayanm
ከሚለቅሙት, 1, kämiläqmut
መዓርግ, 1, mäʕarg
ምሰሶው, 1, msäsow
ምስሎቻቸውና, 1, msločačäwna
ያቅበዘብዛቸዋል, 1, yaqbäzäbzačäwal
የምትጸየፍ, 1, yämtṣäyäf
አይበራላቸውም, 1, 'äybäralačäwm
እንዲነግራትና, 1, 'ndinägratna
ታውቆ, 1, tawqo
ከሚራመድ, 1, kämiramäd
ለክፉም, 1, läkfum
መተተኛይቱን, 1, mätätäñaytun
ፍሬያማዋን, 1, freyamawan
ይጣፍጥለታል, 1, yTafTlätal
የእሪያንም, 1, yä'riyanm
ያልታጨች, 1, yaltaČäč
ስንጥቅጥቅ, 1, snTqTq
ቅናትና, 1, qnatna
ሁኔታ, 1, huneta
የእባጮቻቸው, 1, yä'baČočačäw
አልደፈሩም, 1, 'äldäfärum
ሰዎችዋም, 1, säwočwam
እሠዋላቸዋለሁ, 1, 'śäwalačäwalähu
ይከብበዋል, 1, ykäbbäwal
የሆነለት, 1, yähonälät
ስቈጥራቸው, 1, sqʷäTračäw
ለሲዶናውያን, 1, läsidonawyan
ቀልጣፋ, 1, qälTafa
ንቴም, 1, ntem
አጽናናሻቸው, 1, 'äṣnanašačäw
በየመንደሩ, 1, bäyämändäru
የማርፍበት, 1, yämarfbät
በስሕተትም, 1, bäsħtätm
አይቀርልንምና, 1, 'äyqärlnmna
ነቢያቶች, 1, näbiyatoč
ታገኙአቸዋላችሁ, 1, tagäñu'äčäwalačhu
ወልድንም, 1, wäldnm
እስክታልፍ, 1, 'sktalf
ታቀኛለሽ, 1, taqäñaläš
የሐስኑአም, 1, yäħäsnu'äm
በግድም, 1, bägdm
እኅትዋንም, 1, 'ḫtwanm
ስፍራቸውም, 1, sfračäwm
የሚፈሩህና, 1, yämifäruhna
ባላወቁአቸው, 1, balawäqu'äčäw
የሰሎሞንንም, 1, yäsälomonnm
ድንገተኛ, 1, dngätäña
ሸሽተዋልና, 1, šäštäwalna
ተወስኖአል, 1, täwäsno'äl
ጠጉራቸውንም, 1, Täguračäwnm
የማረካቸው, 1, yämaräkačäw
ሊጠገን, 1, liTägän
ከቡላድ, 1, käbulad
በጭፍሮቹ, 1, bäČfroču
ከናቡቴም, 1, känabutem
ብትሰድዱ, 1, btsäddu
ዕራቁትሽንና, 1, ʕraqutšnna
ጠርቻለሁና, 1, Tärčalähuna
እንድትፈራ, 1, 'ndtfära
ከቂመኛ, 1, käqimäña
ተቀኙና, 1, täqäñuna
በረከትህም, 1, bäräkäthm
ልንዞር, 1, lnzor
በሞተው, 1, bämotäw
በካርሲት, 1, bäkarsit
እንቢልታን, 1, 'nbiltan
ካደች, 1, kadäč
በድጥ, 1, bädT
የወሰደው, 1, yäwäsädäw
ተናዛዡ, 1, tänazažu
በመንገዳችንና, 1, bämängädačnna
ያሰራት, 1, yasärat
አስታውቀኸኛልና, 1, 'ästawqäKäñalna
በጽሬራ, 1, bäṣrera
አይነግርልኝምና, 1, 'äynägrlñmna
አትዘኑለትም, 1, 'ätzänulätm
ጥሪትዋንም, 1, Tritwanm
ወዳዘጋጀሁላቸው, 1, wädazägaǧähulačäw
መልአኬን, 1, mäl'äken
አለመገረዝም, 1, 'älämägäräzm
ክበቢ, 1, kbäbi
አስተሃልና, 1, 'ästähalna
የፈለጋትን, 1, yäfälägatn
በክርክርና, 1, bäkrkrna
ለቅዱስህ, 1, läqdush
ተለጥጠዋል, 1, täläTTäwal
ንጉሦቻቸውን, 1, nguśočačäwn
ቈጠርን, 1, qʷäTärn
ሊቀብሩአትም, 1, liqäbru'ätm
እየታበየ, 1, 'yätabäyä
ለሚታዩ, 1, lämitayu
ተሰጥቶአልና, 1, täsäTto'älna
ሱካውያን, 1, sukawyan
የሚነዘንዝ, 1, yäminäzänz
ደናግሉን, 1, dänaglun
ከዝናብም, 1, käznabm
በማኅፀንስ, 1, bämaḫṩäns
መልካሞችን, 1, mälkamočn
አትደገፍ, 1, 'ätdägäf
ይኖርበት, 1, ynorbät
አደንዝዞአልና, 1, 'ädänzzo'älna
አላወሩም, 1, 'älawärum
ይጠያየቁ, 1, yTäyayäqu
መጠቅልያ, 1, mäTäqlya
ተከራይቼሃለሁና, 1, täkärayčehalähuna
እንደነዚያ, 1, 'ndänäziya
አልተጠሙም, 1, 'ältäTämum
እጐበኛታለሁ, 1, 'gʷäbäñatalähu
ባይወጣ, 1, baywäTa
ለአህዮቻችን, 1, lä'ähyočačn
በሚስቶቻችሁ, 1, bämistočačhu
ስለሠሩት, 1, släśärut
የተቈረጡ, 1, yätäqʷäräTu
እንዳይኰራ, 1, 'ndaykʷära
በእንዶድ, 1, bä'ndod
አልተቻለም, 1, 'ältäčaläm
በጌዝርም, 1, bägezrm
ትጸየፋችኋለች, 1, tṣäyäfačḫʷaläč
መንግሥቱና, 1, mängśtuna
በለጠገ, 1, bäläTägä
የፍሪዳውን, 1, yäfridawn
ብትገድሉ, 1, btgädlu
በኦቦትም, 1, bä'obotm
ይድርልኝ, 1, ydrlñ
በጉርበኣል, 1, bägurbä'al
የሚጠርቡ, 1, yämiTärbu
የመጐብኘትህ, 1, yämägʷäbñäth
ለባኣልና, 1, läba'alna
አልተገለጠልህም, 1, 'ältägäläTälhm
ይወሰዳልን, 1, ywäsädaln
የሚቈርጥ, 1, yämiqʷärT
ታውቆአልና, 1, tawqo'älna
ለዘመንም, 1, läzämänm
ታመልጣላችሁ, 1, tamälTalačhu
እንዲማሩ, 1, 'ndimaru
ፍየልና, 1, fyälna
የሸለቆች, 1, yäšäläqoč
ፋሬስም, 1, faresm
በመሥዋዕት, 1, bämäśwaʕt
ለስምዖንም, 1, läsmʕonm
ታዝዛችኋልና, 1, tazzačḫʷalna
የንዕማንንም, 1, yänʕmannm
በሱሳም, 1, bäsusam
ቁራጭ, 1, quraČ
ስለሚቀረው, 1, slämiqäräw
ቢጠነቀቅስ, 1, biTänäqäqs
እንዳንሰግድለት, 1, 'ndansägdlät
የምትወርዱ, 1, yämtwärdu
ለሚጠጡት, 1, lämiTäTut
አዲሱንና, 1, 'ädisunna
ልኬባችኋለሁና, 1, lkebačḫʷalähuna
ከእንናንተም, 1, kä'nnantäm
አይቈጣጠሩአቸውም, 1, 'äyqʷäTaTäru'äčäwm
ተጠመቅን, 1, täTämäqn
ቈነጃጅቶቻቸውም, 1, qʷänäǧaǧtočačäwm
ራትም, 1, ratm
በአምባላዮች, 1, bä'ämbalayoč
የማይከለክላቸውን, 1, yämaykäläklačäwn
አሳስባቸው, 1, 'äsasbačäw
የዮፎኒም, 1, yäyofonim
አታከማች, 1, 'ätakämač
ይዛችኋል, 1, yzačḫʷal
ልሳናትን, 1, lsanatn
ከውጊያ, 1, käwgiya
በወደዳችሁበት, 1, bäwädädačhubät
የቢርዛዊት, 1, yäbirzawit
አያድነንም, 1, 'äyadnänm
ታስታቸዋለች, 1, tastačäwaläč
የመብራትንም, 1, yämäbratnm
ስለሌለኝ, 1, släleläñ
አድርጉብኝ, 1, 'ädrgubñ
ፊትስ, 1, fits
ዘርግቼአለሁ, 1, zärgče'älähu
የቀረጸ, 1, yäqäräṣä
ቢቀበሉ, 1, biqäbälu
ተቆጥተው, 1, täqoTtäw
ሚዲን, 1, midin
የሆዲያ, 1, yähodiya
ኰርታለች, 1, kʷärtaläč
የሚጮኹትንና, 1, yämiČoKutnna
ራብንና, 1, rabnna
ልታስጦሙ, 1, ltasTomu
እንዲያስተዳድር, 1, 'ndiyastädadr
አስጥለዋለሁ, 1, 'äsTläwalähu
አስደንግጦኝ, 1, 'äsdängToñ
በመግዛትና, 1, bämägzatna
የኤልፍዓልም, 1, yä'elfʕalm
ከታሻበ, 1, kätašabä
የተጠራጠርሁትን, 1, yätäTäraTärhutn
ስትባርኩአቸው, 1, stbarku'äčäw
ለወገናቸው, 1, läwägänačäw
ይፈጁታል, 1, yfäǧutal
ክሳትንም, 1, ksatnm
አዳናችኋቸውን, 1, 'ädanačḫʷačäwn
እንዳገለገለኝ, 1, 'ndagälägäläñ
ያስቱአቸዋል, 1, yastu'äčäwal
ያደርግልናልና, 1, yadärglnalna
ጀርባውን, 1, ǧärbawn
እያገለገለ, 1, 'yagälägälä
የነበራት, 1, yänäbärat
እንዳያረክሱት, 1, 'ndayaräksut
ይጐስቈሉም, 1, ygʷäsqʷälum
የይሒኤሊ, 1, yäyħi'eli
ለደጅ, 1, lädäǧ
ከአንደበት, 1, kä'ändäbät
ተጋጥመው, 1, tägaTmäw
ስሌትን, 1, sletn
የሚቤዥህ, 1, yämibežh
የትዕግሥትና, 1, yätʕgśtna
ዶፍም, 1, dofm
ባለቤቱን, 1, baläbetun
ለሾምህብን, 1, läšomhbn
ታላቅነትህ, 1, talaqnäth
አልታጠብሽም, 1, 'ältaTäbšm
ተቀደሰውም, 1, täqädäsäwm
አለመገናኘት, 1, 'älämägänañät
ለውሾች, 1, läwšoč
ሕረቱና, 1, ħrätuna
ባይኖሩ, 1, baynoru
በመረጠውም, 1, bämäräTäwm
የመበለትነትሽንም, 1, yämäbälätnätšnm
ዓይነትም, 1, ʕaynätm
ጥቂቶቹ, 1, Tqitoču
ግንዱንአንተ, 1, gndun'äntä
የንፉግም, 1, yänfugm
እንደሚለጕሙአቸው, 1, 'ndämilägʷmu'äčäw
አልሰማችሁምም, 1, 'älsämačhumm
የኮከቡም, 1, yäkokäbum
ያዋርዳቸዋልና, 1, yawardačäwalna
ነታንያ, 1, nätanya
ያቀጣጥሉአቸዋል, 1, yaqäTaTlu'äčäwal
የሚሸከሙአት, 1, yämišäkämu'ät
ቆላያ, 1, qolaya
በርያ, 1, bärya
ሲምዋገት, 1, simwagät
የተቻላትን, 1, yätäčalatn
የሚያጕረመርምብኝን, 1, yämiyagʷrämärmbñn
ተቅበዝብዞም, 1, täqbäzbzom
ለተራቡ, 1, lätärabu
የታሐት, 1, yätaħät
ሥራህንም, 1, śrahnm
ይሻብሃል, 1, yšabhal
ትጥለዋለች, 1, tTläwaläč
